,state,year,c_ce_i,c_ce_i_r,total_current_assets,current_liabilities,noncurrent_liabilities,unrestricted_net_assets,restricted_net_assets,total_net_assets,total_assets,total_liabilities,total_taxes,total_revenue,total_expenses,noncurrent_liability,change_in_net_assets,population,uaal_pension_(risk-free),uaal_opeb,primary_gov_debt,personal_income,1.cash_ratio,2.quick_ratio,3.current_ratio,4.op_ratio,5._surplus_percap,6.net_asst_ratio,7.long_term_liab,8.lt_percapita,9.tax_income_ratio,10.rev_income_ratio,11.exp_income_ratio,12._pension_income_ratio,13._opeb_income_ratio,cashrank,lrrank,budgetrank,servicelvlrank,trustrank,overallrank,%_working_pop_age_(15-64),est_working_pop,person_income_per_capita
247,Utah,2010,3384704,8660754,8855277,1536336,5450326,2016468,3609745,18847755,25834416,6986661,5200130913,12059709571,11592170517,5450325633,467539054,2775326,29579503170,439876788,"5,547,854,785",96733851485,2.2,5.64,5.76,1.04,168.46,0.22,0.21,1963.85,0.05,0.12,0.12,0.31,0,4,17,8,18,28,6,0.671,1862243.746,51944.78526
248,Vermont,2010,501619,845615,855931,481965,1151917,-276617,130047,1457159,3091042,1633883,2765896590,5514631463,5424862486,1151917242,89878988,625982,5620551483,1783319032,"525,424,642",28176496150,1.04,1.75,1.78,1.02,143.58,-0.05,0.37,1840.18,0.1,0.2,0.19,0.2,0.06,25,34,15,47,8,36,0.671,420033.922,67081.47765
249,Virginia,2010,8090691,12494681,12806945,7312155,10070677,-2261092,1293564,18234472,35617304,17382832,17923869087,37490696370,37213940594,10070676568,276755776,8025773,80277735036,5520352035,"6,091,535,754",4.00318E+11,1.11,1.71,1.75,1.01,34.48,-0.03,0.28,1254.79,0.04,0.09,0.09,0.2,0.01,24,27,19,3,9,12,0.671,5385293.683,74335.39046
250,Washington,2010,10837240,16825399,22110191,12236730,49720795,-12190319,8959525,17796298,79753824,61957526,16657865787,47860286029,50625962596,49720795380,-2708470847,6743226,57598350980,10428161716,"21,110,011,001",3.13007E+11,0.89,1.37,1.81,0.95,-401.66,-0.04,0.62,7373.44,0.05,0.15,0.16,0.18,0.03,30,41,42,30,6,30,0.671,4524704.646,69177.42903
251,West Virginia,2010,5258008,6197477,6810519,2392922,5182377,729397,2054725,11519999,19095298,7575299,4936168317,13961282728,13446194719,5182377338,515088009,1854230,20400353848,7687134213,"2,553,123,212",65442423542,2.2,2.59,2.85,1.04,277.79,0.15,0.27,2794.89,0.08,0.21,0.21,0.31,0.12,11,23,7,46,30,28,0.671,1244188.33,52598.48687
252,Wisconsin,2010,4487693,11721992,12247619,10396308,14292229,-10943259,4173405,12863985,37552521,24688537,14543894389,38333113311,38386468647,14292228823,-32233223,5690263,64966690254,1462624862,"13,337,042,904",2.41615E+11,0.43,1.13,1.18,1,-5.66,-0.18,0.38,2511.7,0.06,0.16,0.16,0.27,0.01,47,42,24,33,22,39,0.671,3818166.473,63280.35464
253,Wyoming,2010,4507318,6508892,7353497,5508922,1436481,4298167,8291464,13452824,20398227,6945403,3160050043,6599876963,4858693922,1436481054,1741183041,564513,9150502706,262708583,"47,006,641",28225430143,0.82,1.18,1.33,1.36,"3,084.40",0.62,0.07,2544.64,0.11,0.23,0.17,0.32,0.01,37,4,2,49,33,19,0.671,378788.223,74515.06786
255,Alabama,2011,6360804,7551896,8391504,2317592,2738856,-898382,5370568,25713880,30770329,5056448,7885750267,23331251868,22973908218,2738855923,357836713,4799918,55631221014,12342129653,"1,920,106,724",1.77797E+11,2.74,3.26,3.62,1.02,74.55,0.15,0.09,570.6,0.04,0.13,0.13,0.31,0.07,9,7,35,17,37,11,0.671,3220744.978,55203.56114
256,Alaska,2011,64692906,66726580,71399141,6391098,2616798,21763283,42132952,70728749,79736646,9007896,5743307364,21138740662,10639274280,2616798292,10499466382,722713,23578738873,7067278339,"2,245,466,382",39649315902,10.12,10.44,11.17,1.99,"14,527.85",0.8,0.03,3620.8,0.14,0.53,0.27,0.59,0.18,1,2,1,50,50,2,0.671,484940.423,81761.21029
257,Arizona,2011,2800596,4172890,5640494,5095867,11325851,-3786512,6005298,21134743,37556460,16421717,12626036286,33209740662,32051284952,11325850587,1166502668,6467163,59677800949,677068986,"10,767,251,868",2.41023E+11,0.55,0.82,1.11,1.04,180.37,0.06,0.3,1751.29,0.05,0.14,0.13,0.25,0,49,26,28,23,24,33,0.671,4339466.373,55542.16481
258,Arkansas,2011,4620780,5881185,6250557,2075828,5180403,1574445,2176578,15591138,22847273,7256232,7463846318,19539729989,19759889007,5180403415,413433298,2939493,30325442002,1990695838,"2,955,209,178",1.05973E+11,2.23,2.83,3.01,0.99,140.65,0.16,0.23,1762.35,0.07,0.18,0.19,0.29,0.02,14,19,40,43,31,29,0.671,1972399.803,53727.9126
259,California,2011,33379512,46303311,62828984,48303679,168738917,-136603851,33621748,-10299163,206743432,217042596,1.12E+11,2.47E+11,2.5E+11,1.69E+11,-3431178228,37676861,4.78E+11,81155727855,"125,770,200,640",1.84358E+12,0.69,0.96,1.3,0.99,-91.07,-0.5,0.82,4478.58,0.06,0.13,0.14,0.26,0.04,44,46,43,26,26,46,0.671,25281173.73,72923.0011
260,Colorado,2011,3387821,4953137,5830696,3552637,6603651,2527883,3695510,19912264,30070693,10156288,9077057631,27360840982,26842200640,6603651014,520724653,5118360,78361460626,1995357949,"5,463,312,700",2.34643E+11,0.95,1.39,1.64,1.02,101.74,0.21,0.22,1290.19,0.04,0.12,0.11,0.33,0.01,33,15,34,7,39,21,0.671,3434419.56,68321.13825
261,Connecticut,2011,2509994,5633063,5809570,4921000,29990936,-21923880,3161731,-10519182,24392753,34911936,13648719317,29123799360,29657725720,29990935966,-534993597,3589893,70034304657,22286552828,"20,989,266,809",2.44623E+11,0.51,1.14,1.18,0.98,-149.03,-0.77,1.23,8354.27,0.06,0.12,0.12,0.29,0.09,48,47,44,19,32,45,0.671,2408818.203,101553.0098
262,Delaware,2011,889963,1389647,1688552,1207477,4878036,370037,384072,5740326,11825839,6085513,3858607257,8048972252,7860985059,4878036286,187987193,907924,6384819475,7070971185,"3,194,798,292",42355853789,0.74,1.15,1.4,1.02,207.05,0.06,0.41,5372.74,0.09,0.19,0.19,0.15,0.17,41,36,32,47,7,43,0.671,609217.004,69525.06826
263,Florida ,2011,37415171,48585461,49695211,14592544,46186545,-15547463,14025095,65026471,125805560,60779090,31367129136,85768409819,82621131270,46186545358,3140834578,19096952,1.43E+11,15569717182,"32,435,432,231",8.25311E+11,2.56,3.33,3.41,1.04,164.47,-0.01,0.37,2418.53,0.04,0.1,0.1,0.17,0.02,10,35,26,5,10,6,0.671,12814054.79,64406.66312
264,Georgia,2011,6837210,11026604,11613617,6079559,16453244,-3389661,4825062,21533958,44066762,22532804,16287599787,46965212380,46840633938,16453244397,431942369,9811610,82526794612,19930660136,"16,057,085,379",3.83968E+11,1.12,1.81,1.91,1,44.02,0.03,0.37,1676.92,0.04,0.12,0.12,0.21,0.05,27,31,38,11,16,22,0.671,6583590.31,58321.99135
265,Hawaii,2011,2386982,3208860,4260731,2335772,9473829,-1926152,2000666,5199788,17009388,11809601,5095980790,10248870864,10761797225,9473829242,-512926,1377864,25913476537,14479013874,"7,378,371,398",63043844184,1.02,1.37,1.82,0.95,-0.37,0,0.56,6875.74,0.08,0.16,0.17,0.41,0.23,32,39,47,42,42,49,0.671,924546.744,68188.92024
266,Idaho,2011,2999074,4004911,5234350,1879229,1337636,717560,3019399,10072669,13289535,3216866,3116819637,8951234792,8189731057,1337636073,761503735,1584143,12558555835,145131270,"1,515,687,300",56291183565,1.6,2.13,2.79,1.09,480.7,0.28,0.1,844.39,0.06,0.16,0.15,0.22,0,21,8,5,31,17,18,0.671,1062959.953,52957.01254
267,Illinois,2011,10610705,18744657,22941263,24316204,67331950,-67300502,6201347,-45409920,46131304,91648154,32127764141,69420490928,75795241195,67331949840,-6374199573,12860012,2.61E+11,55654860085,"35,161,909,285",6.00099E+11,0.44,0.77,0.94,0.92,-495.66,-1.32,1.46,5235.76,0.05,0.12,0.13,0.43,0.09,50,50,49,18,46,50,0.671,8629068.052,69543.85797
268,Indiana,2011,7121203,10128451,11206762,4491431,2739635,5931455,611649,18593231,25824297,7231066,12931163287,32601707577,31407245464,2739635005,1194378869,6516480,39436947199,408943436,"1,307,696,905",2.59122E+11,1.59,2.26,2.5,1.04,183.29,0.25,0.11,420.42,0.05,0.13,0.12,0.15,0,22,3,25,16,6,9,0.671,4372558.08,59261.06248
269,Iowa,2011,5714841,8320177,8556173,2720525,4233396,1678469,2503899,14222047,21175968,6953921,7333751334,20426254002,19643594450,2720525080,784351121,3065223,31646128016,674741729,"3,676,082,177",1.33657E+11,2.1,3.06,3.15,1.04,255.89,0.2,0.2,887.55,0.05,0.15,0.15,0.24,0.01,12,11,22,30,23,19,0.671,2056764.633,64984.16088
270,Kansas,2011,1765073,3857880,3892372,2690658,4070583,228170,1425822,11500424,18261665,6761241,7571320171,15115624333,14503215582,4070582711,612408751,2869503,30747766249,326028815,"5,300,946,638",1.30219E+11,0.66,1.43,1.45,1.04,213.42,0.09,0.22,1418.57,0.06,0.12,0.11,0.24,0,39,21,23,14,21,23,0.671,1925436.513,67630.64725
271,Kentucky,2011,3168442,6412688,7098947,2317592,15568029,-9893716,1373273,12294942,31346466,19051524,10716612593,25522451441,26077622199,15568028815,-555170758,4369354,66794546163,10634664457,"8,534,864,461",1.608E+11,1.37,2.77,3.06,0.98,-127.06,-0.27,0.5,3563,0.07,0.16,0.16,0.42,0.07,17,44,45,40,44,38,0.671,2931836.534,54846.11152
272,Louisiana,2011,11314248,14644322,18749748,6519517,12198083,-2609439,6313026,16597104,35314703,18717600,8178509072,28820886873,29036858058,12198083244,-215971185,4575404,70538364959,7551846318,"13,480,272,145",1.86276E+11,1.74,2.25,2.88,0.99,-47.2,0.1,0.35,2666.01,0.04,0.15,0.16,0.38,0.04,18,30,42,25,41,26,0.671,3070096.084,60674.4588
273,Maine,2011,594309,1287506,2191413,1426241,1352604,-469090,850055,4982362,7761207,2778845,3666871932,8537406617,8178569904,1352604055,311860192,1328231,12798621538,2409987193,"1,162,026,681",55191058698,0.42,0.9,1.54,1.04,234.79,0.05,0.17,1018.35,0.07,0.15,0.15,0.23,0.04,47,16,21,37,22,36,0.671,891243.001,61925.93786
274,Maryland,2011,3666280,7469499,8570081,5894020,22617649,-7081671,2351828,12118547,40630217,28511669,16868060832,35766275347,37069577375,22617648879,-1302424760,5843603,68954996853,10177305229,"17,144,845,251",3.24853E+11,0.62,1.27,1.45,0.96,-222.88,-0.12,0.56,3870.5,0.05,0.11,0.11,0.21,0.03,40,42,48,10,15,28,0.671,3921057.613,82848.4219
275,Massachusetts,2011,5242470,10978376,11090507,8282264,38512374,-24176153,3079347,-19705393,26667281,46794637,22482849520,56658484525,56500944504,38512373533,146264674,6611923,87001614702,17308537887,"25,874,651,014",3.89744E+11,0.63,1.33,1.34,1,22.12,-0.79,1.44,5824.69,0.06,0.15,0.14,0.22,0.04,42,48,39,29,19,48,0.671,4436600.333,87847.45715
