,state,year,c_ce_i,c_ce_i_r,total_current_assets,current_liabilities,noncurrent_liabilities,unrestricted_net_assets,restricted_net_assets,total_net_assets,total_assets,total_liabilities,total_taxes,total_revenue,total_expenses,noncurrent_liability,change_in_net_assets,population,uaal_pension_(risk-free),uaal_opeb,primary_gov_debt,personal_income,1.cash_ratio,2.quick_ratio,3.current_ratio,4.op_ratio,5._surplus_percap,6.net_asst_ratio,7.long_term_liab,8.lt_percapita,9.tax_income_ratio,10.rev_income_ratio,11.exp_income_ratio,12._pension_income_ratio,13._opeb_income_ratio,cashrank,lrrank,budgetrank,servicelvlrank,trustrank,overallrank,%_working_pop_age_(15-64),est_working_pop,person_income_per_capita
0,Alabama,2006,8833844,9839963,10964798,1916890,1892574,788480,7662677,28404151,32213615,3809464,8489503571,21376869048,19539717857,1892573810,1837296429,4628981,27799482577,18614526539,"1,585,221,429",1.72565E+11,4.61,5.13,5.72,1.09,396.91,0.26,0.06,408.85,0.05,0.12,0.11,0.16,0.11,2,5,15,15,37,3,0.673,3115304.213,55392.54492
1,Alaska,2006,48256838,49666750,60320527,13015899,2009314,9380565,37261665,52900149,67925362,15025213,2878002381,13211904762,7865476190,2009314286,5346976190,675302,12263807312,14532727067,"1,870,745,238",32836234524,3.71,3.82,4.63,1.68,"7,917.90",0.69,0.03,2975.43,0.09,0.4,0.24,0.37,0.44,4,2,1,50,50,1,0.673,454478.246,72250.39881
2,Arizona,2006,5963508,7059144,7771343,3211195,7415246,1173256,5906337,23773075,34399517,10626442,16250119048,31650572619,27939922619,7415246429,3705803571,6029141,28619743775,845949549,"6,763,627,381",2.49096E+11,1.86,2.2,2.42,1.13,614.65,0.21,0.22,1229.9,0.07,0.13,0.11,0.11,0,20,19,7,24,19,22,0.673,4057611.893,61389.82982
3,Arkansas,2006,4186876,5558567,5779994,1517469,4475565,3022929,1847532,15755886,21748920,5993035,7651740476,16462564286,16101307143,4475565476,1115908333,2821761,15633940303,0,"2,919,342,857",98453957143,2.76,3.66,3.81,1.02,395.47,0.22,0.21,1586.09,0.08,0.17,0.16,0.16,0,5,23,34,42,28,24,0.673,1899045.153,51843.9264
4,California,2006,42340898,55095108,70520010,43461846,113661039,-62987551,20421600,57800170,214923056,157122886,1.2E+11,2.21E+11,2.17E+11,1.14E+11,5114020238,36021202,1.73E+11,48564047619,"100,835,842,857",1.81538E+12,0.97,1.27,1.62,1.02,141.97,-0.2,0.53,3155.39,0.07,0.12,0.12,0.1,0.03,43,46,42,25,15,41,0.673,24242268.95,74884.92543
5,Colorado,2006,4601195,6166602,6722729,3323692,5915937,3293483,3398819,23262696,32502325,9239629,10010415476,22118176190,20240750000,5915936905,1860472619,4720423,49754231836,1229921429,"5,571,590,476",2.25586E+11,1.38,1.86,2.02,1.09,394.13,0.21,0.18,1253.26,0.04,0.1,0.09,0.22,0.01,32,17,16,4,43,16,0.673,3176844.679,71009.6031
6,Connecticut,2006,4181245,7341617,7558821,4188113,22725137,-11741273,3811045,-934362,25978888,26913250,14113095238,25978571429,25278785714,22725136905,700821429,3517460,42447772642,28442212443,"17,899,053,571",2.26923E+11,1,1.75,1.8,1.03,199.24,-0.31,0.87,6460.67,0.06,0.11,0.11,0.19,0.13,38,48,39,18,42,43,0.673,2367250.58,95859.14151
7,Delaware,2006,1427500,1721070,1898149,1107364,2664618,1388104,635610,6620194,10392176,3771982,3794067857,7092544048,6723867857,2664617857,368676190,859268,3459404135,3660476190,"2,383,544,048",42291527381,1.29,1.55,1.71,1.05,429.06,0.19,0.26,3101.03,0.09,0.17,0.16,0.08,0.09,37,32,25,45,9,39,0.673,578287.364,73132.3733
8,Florida ,2006,44072661,54417532,54591883,22625787,35961398,-8271638,15040742,66740424,125327608,58587185,42044047619,81611904762,79320172619,35961397619,2191717857,18166990,46465618231,5326488095,"24,566,666,667",8.37798E+11,1.95,2.41,2.41,1.03,120.64,0.05,0.29,1979.49,0.05,0.1,0.09,0.06,0.01,19,38,41,6,4,12,0.673,12226384.27,68523.79116
9,Georgia,2006,10108282,15049724,15408804,7074801,8782394,1630295,4680104,24955499,40812694,15857195,19237610714,42909790476,41371958333,8782394048,1537832143,9155813,32697140919,18599646429,"9,235,036,905",3.77838E+11,1.43,2.13,2.18,1.04,167.96,0.15,0.22,959.22,0.05,0.11,0.11,0.09,0.05,26,20,37,12,10,21,0.673,6161862.149,61318.83248
10,Hawaii,2006,4390319,5319005,5446144,1573856,6590773,2878490,1789738,10598887,18763515,8164629,5660870238,9405088095,9285032143,6590772619,120055952,1309731,14428149741,7463690476,"6,632,397,619",60259890476,2.79,3.38,3.46,1.01,91.66,0.25,0.35,5032.16,0.09,0.16,0.15,0.24,0.12,7,33,46,44,46,30,0.673,881448.963,68364.58264
11,Idaho,2006,3042092,3758815,5109868,1661380,797292,1160776,2470711,9162882,11621554,2458671,3449216667,7892415476,7040030952,797291667,852384524,1468669,5710614029,582644048,"670,979,762",54825488095,1.83,2.26,3.08,1.12,580.38,0.31,0.07,542.87,0.06,0.14,0.13,0.1,0.01,17,8,8,30,18,14,0.673,988414.237,55468.12869
12,Illinois,2006,10780393,18075737,18685500,11591165,51544342,-37856835,5756702,-17332542,45802965,63135507,31758336905,61030952381,60693691667,51544341667,337757143,12643955,1.31E+11,0,"33,445,001,190",6.03959E+11,0.93,1.56,1.61,1.01,26.71,-0.7,1.13,4076.6,0.05,0.1,0.1,0.22,0,40,50,48,8,40,46,0.673,8509381.715,70975.69944
13,Indiana,2006,4956756,7247996,15061762,6766300,1912415,7287082,1773669,19507482,28186198,8678715,12796428571,27903928571,27457141667,1912415476,4754322619,6332669,25465540365,0,"1,556,038,095",2.46877E+11,0.73,1.07,2.23,1.02,750.76,0.32,0.07,301.99,0.05,0.11,0.11,0.1,0,42,3,26,14,12,13,0.673,4261886.237,57926.66743
14,Iowa,2006,4602425,6993630,7251381,2367162,2662255,1270988,3028469,13528718,18558135,5029417,6986785714,17258095238,16575086905,2662254762,682976190,2982644,13714442357,0,"2,474,109,524",1.22266E+11,1.94,2.95,3.06,1.04,228.98,0.23,0.14,892.58,0.06,0.14,0.14,0.11,0,13,13,32,28,16,20,0.673,2007319.412,60910.30346
15,Kansas,2006,2889642,4646576,4677401,2567349,3671308,1582270,1248019,12526738,18765395,6238657,7544767857,13167095238,12621820238,3671308333,543911905,2762931,15490998154,0,"6,224,476,190",1.16282E+11,1.13,1.81,1.82,1.04,196.86,0.15,0.2,1328.77,0.06,0.11,0.11,0.13,0,34,25,33,19,21,29,0.673,1859452.563,62535.84353
16,Kentucky,2006,4742811,7355621,8469538,3714021,6902929,-2147602,2105499,21253740,31870690,10616950,11154172619,22243070238,21454684524,6902928571,788385714,4219239,31401778982,14642719220,"4,916,684,524",1.52898E+11,1.28,1.98,2.28,1.04,186.85,0,0.22,1636.06,0.07,0.15,0.14,0.21,0.1,28,39,36,38,45,38,0.673,2839547.847,53845.92729
17,Louisiana,2006,12266677,15470685,17464844,4647043,8168221,-3563357,9995215,19916635,32731899,12815264,9919265476,28465630952,26814445238,8168221429,1622283333,4302665,36737203574,0,"8,210,159,524",1.70448E+11,2.64,3.33,3.76,1.06,377.04,0.2,0.25,1898.41,0.06,0.17,0.16,0.22,0,6,28,24,37,39,23,0.673,2895693.545,58862.41347
18,Maine,2006,774314,1770088,3164055,2106552,1038402,-168674,772954,4683687,7828642,3144955,4000648810,8308171429,7965201190,1038402381,343654762,1323619,9720466824,0,"924,648,810",54050391667,0.37,0.84,1.5,1.04,259.63,0.08,0.13,784.52,0.07,0.15,0.15,0.18,0,50,15,30,39,32,47,0.673,890795.587,60676.53731
19,Maryland,2006,8853070,13117018,14595888,7866637,12381623,2155687,2442133,22109033,42357293,20248260,17644560714,30953571429,28980952381,12381622619,1972651190,5627367,30798661620,24285714286,"11,963,065,476",3.0704E+11,1.13,1.67,1.86,1.07,350.55,0.11,0.29,2200.25,0.06,0.1,0.09,0.1,0.08,36,37,23,9,17,25,0.673,3787217.991,81072.63778
20,Massachusetts,2006,7737482,13606977,13743557,9612988,48229210,-13819539,4255188,-7915446,49926751,57842198,22224192857,48600980952,46396296429,48229209524,2204684524,6410084,46054309548,11680952381,"23,980,336,905",3.68633E+11,0.8,1.42,1.43,1.05,343.94,-0.19,0.97,7523.96,0.06,0.13,0.13,0.12,0.03,46,47,29,26,25,45,0.673,4313986.532,85450.77646
21,Michigan,2006,2211071,8253186,11581352,5806395,11059737,-2044014,3198746,19997604,36863736,16866132,28932200000,52767380952,53633294048,11059736905,-824025000,10036081,51965741955,46808409524,"9,390,476,190",4.01892E+11,0.38,1.42,1.99,0.98,-82.11,0.03,0.3,1102,0.07,0.13,0.13,0.13,0.12,45,36,49,33,27,44,0.673,6754282.513,59501.73206
22,Minnesota,2006,7693257,11334135,12126769,5857957,6033400,771895,3970915,13551620,25442977,11891357,20470133333,32861927381,30156898810,6033400000,2705028571,5163555,38639831747,784576190,"4,924,990,476",2.42237E+11,1.31,1.93,2.07,1.09,523.87,0.19,0.24,1168.46,0.08,0.14,0.12,0.16,0,31,24,12,35,30,33,0.673,3475072.515,69706.92907
23,Mississippi,2006,3740465,4583802,5666665,2533482,4142751,439613,1448675,12597577,19273811,6676233,6788726190,17407930952,16278317857,4142751190,1119448810,2904978,22743375501,0,"4,151,144,048",95834259524,1.48,1.81,2.24,1.07,385.36,0.1,0.21,1426.09,0.07,0.18,0.17,0.24,0,27,31,21,43,41,40,0.673,1955050.194,49018.82306
24,Missouri,2006,4131567,7115426,7256705,2512949,4907748,-1943225,4544151,33411027,40831724,7420696,12149845238,25559295238,24773103571,4907747619,786191667,5842704,39105813607,0,"3,385,765,476",2.37489E+11,1.64,2.83,2.89,1.03,134.56,0.06,0.12,839.98,0.05,0.11,0.1,0.16,0,15,16,40,10,31,17,0.673,3932139.792,60396.84999
25,Montana,2006,3647654,4377195,4729761,919554,548548,792525,2943189,7130251,8598352,1468101,2248958333,5295302381,4548894048,548547619,746408333,952692,6630612211,0,"512,296,429",36076826190,3.97,4.76,5.14,1.16,783.47,0.43,0.06,575.79,0.06,0.15,0.13,0.18,0,3,6,4,29,33,7,0.673,641161.716,56267.90448
26,Nebraska,2006,3230552,4323648,5013785,1766080,284174,846993,2191870,11699777,13750031,2050254,4496377381,8117857143,7458333333,284173810,676723810,1772693,5165638181,0,"69,744,048",74942129762,1.83,2.45,2.84,1.09,381.75,0.22,0.02,160.31,0.06,0.11,0.1,0.07,0,18,1,17,13,6,2,0.673,1193022.389,62817.0355
27,Nevada,2006,5018357,7557635,8945005,3540510,4277838,608296,2165731,6879329,14697676,7818348,4732120238,8327141667,7392009524,4277838095,696775000,2522658,22290889738,0,"4,222,980,952",1.19917E+11,1.42,2.13,2.53,1.13,276.21,0.19,0.29,1695.77,0.04,0.07,0.06,0.19,0,23,29,11,1,34,8,0.673,1697748.834,70633.08734
28,New Hampshire,2006,847190,1550295,1635862,686214,1182063,506052,758056,3296170,5164448,1868277,2342378571,6079838095,5855373810,1182063095,224464286,1308389,6101564280,3046996429,"1,190,367,857",68165814286,1.23,2.26,2.38,1.04,171.56,0.24,0.23,903.45,0.03,0.09,0.09,0.09,0.04,25,14,35,2,11,10,0.673,880545.797,77413.13912
29,New Jersey,2006,12762737,20652170,21141768,6770614,43321040,-23483116,8483783,-7912790,42178864,50091655,31802491594,58774513843,60394961463,43321040425,-846638096,8661679,99017944464,81944761905,"37,910,978,571",4.98661E+11,1.89,3.05,3.12,0.97,-97.75,-0.36,1.03,5001.46,0.06,0.12,0.12,0.2,0.16,12,49,50,22,44,34,0.673,5829309.967,85543.80004
30,New Mexico,2006,5087817,6265804,8123615,4520858,3547898,1479020,10205882,19625287,27694043,8068756,5606167857,15424853571,15385594048,3547897619,516788095,1962137,18704640753,4892430952,"3,266,490,476",70926996429,1.13,1.39,1.8,1,263.38,0.42,0.13,1808.18,0.08,0.22,0.22,0.26,0.07,39,11,43,49,48,49,0.673,1320518.201,53711.48718
31,New York,2006,23077381,40511905,46770238,27207143,62184524,-24166667,8753571,58491667,147883333,89391667,64677380952,1.47E+11,1.39E+11,62184523810,6307142857,19104631,1.06E+11,57447619048,"56,101,190,476",1.01092E+12,0.85,1.49,1.72,1.05,330.14,-0.1,0.42,3254.95,0.06,0.15,0.14,0.11,0.06,41,45,27,34,20,42,0.673,12857416.66,78625.37994
32,North Carolina,2006,7479449,13061933,20105462,12512515,8030671,-1680932,2591761,34338780,54881967,20543187,23437133333,42692053571,39386804762,8030671429,3310813095,8917270,22370565529,28503114286,"7,792,734,524",3.62125E+11,0.6,1.04,1.61,1.08,371.28,0.02,0.15,900.58,0.06,0.12,0.11,0.06,0.08,49,27,18,20,5,27,0.673,6001322.71,60340.86522
33,North Dakota,2006,3789652,6486769,8489747,1921636,2701494,1618047,1991344,5507113,10130243,4623130,1651980823,4662615476,4110455202,2701494227,533322960,649422,2772651220,57857143,"2,014,905,952",25358861905,1.97,3.38,4.42,1.13,821.23,0.36,0.27,4159.84,0.07,0.18,0.16,0.11,0,9,21,5,40,14,19,0.673,437061.006,58021.33239
34,Ohio,2006,28794949,36838942,42467429,15100019,35039274,-5136051,3430881,23175099,73314392,50139293,27879276190,58921584524,56882620238,35039273810,2038964286,11481213,1.33E+11,30573809524,"13,286,313,095",4.66738E+11,1.91,2.44,2.81,1.04,177.59,-0.02,0.48,3051.88,0.06,0.13,0.12,0.28,0.07,16,41,38,23,49,32,0.673,7726856.349,60404.59749
35,Oklahoma,2006,7526393,8669525,8734531,3981489,2547446,3757652,3511062,14705343,21234279,6528936,9181923810,17046386905,15351745238,2547446429,1585273810,3594090,28426337518,0,"2,677,939,286",1.45556E+11,1.89,2.18,2.19,1.11,441.08,0.34,0.12,708.79,0.06,0.12,0.11,0.2,0,21,9,10,16,36,18,0.673,2418822.57,60176.37146
36,Oregon,2006,7605296,9242524,10661824,3603575,11741882,2025287,4617385,17947244,33292701,15345457,9335714286,21717738095,20361590476,11741882143,1362002381,3670883,22493793317,365357143,"10,521,161,905",1.51736E+11,2.11,2.56,2.96,1.07,371.03,0.2,0.35,3198.65,0.06,0.14,0.13,0.15,0,14,35,22,32,23,26,0.673,2470504.259,61418.8656
37,Pennsylvania,2006,16138970,20646732,23395013,11864921,14043115,-442963,8534313,30890477,56798514,25908037,32707041667,67692330952,64887105952,14043115476,3029927381,12510809,83106023792,0,"9,298,204,762",5.6686E+11,1.36,1.74,1.97,1.04,242.18,0.14,0.25,1122.48,0.06,0.12,0.11,0.15,0,33,26,31,17,26,28,0.673,8419774.457,67324.89921
38,Rhode Island,2006,1251813,1683863,2045888,918037,2983004,-1119246,799793,1417610,5318650,3901040,3326464286,8634872619,8519885714,2983003571,114986905,1063096,13424404357,769673248,"2,988,810,714",49492584524,1.36,1.83,2.23,1.01,108.16,-0.06,0.56,2805.96,0.07,0.17,0.17,0.27,0.02,30,43,45,41,47,50,0.673,715463.608,69175.54432
39,South Carolina,2006,6556373,8644115,11550779,5651029,10303905,1059608,5164587,19729914,35684848,15954933,10146423810,25129633333,23032082143,10303904762,2096909524,4357847,32702012937,0,"9,837,478,571",1.58629E+11,1.16,1.53,2.04,1.09,481.18,0.17,0.29,2364.45,0.06,0.16,0.15,0.21,0,35,34,13,36,38,36,0.673,2932831.031,54087.33007
40,South Dakota,2006,886688,1549848,2754650,573380,617256,208987,1517440,5098281,6288917,1190636,1271484524,3511884524,3316476190,617255952,195408333,783033,1008641273,0,"598,442,857",32815250000,1.55,2.7,4.8,1.06,249.55,0.27,0.1,788.29,0.04,0.11,0.1,0.03,0,10,10,28,5,2,4,0.673,526981.209,62270.24691
41,Tennessee,2006,5426089,8792287,8950960,2372706,1762010,2809661,2600302,29462352,33597068,4134715,12598394048,26727576190,24382816667,1762009524,2345198810,6088766,13065396379,0,"1,488,265,476",2.38836E+11,2.29,3.71,3.77,1.1,385.17,0.16,0.05,289.39,0.05,0.11,0.1,0.05,0,8,4,14,11,3,6,0.673,4097739.518,58284.8974
42,Texas,2006,24689383,35290092,49699779,33126594,30784850,19942376,58101421,152263608,216175052,63911444,40468863095,1.14E+11,99537561905,30784850000,14512294048,23359580,1.06E+11,135119048,"27,166,666,667",9.73545E+11,0.75,1.07,1.5,1.14,621.26,0.36,0.14,1317.87,0.04,0.12,0.1,0.11,0,48,12,6,7,1,9,0.673,15720997.34,61926.39027
43,Utah,2006,4222701,9179663,9305051,1174749,4711810,2082530,4189238,16690600,22577158,5886558,6530703571,11737055952,9517422619,4711809524,2219633333,2525507,11478751871,799007143,"4,602,380,952",93665105952,3.59,7.81,7.92,1.23,878.89,0.28,0.21,1865.69,0.07,0.13,0.1,0.12,0.01,1,18,3,21,22,5,0.673,1699666.211,55107.9414
44,Vermont,2006,684449,1042617,1056623,475080,800225,-97225,448585,1637626,2912931,1275305,2774467227,4836428571,4781967429,800224988,54360864,622892,2299282065,0,"550,017,857",27395025000,1.44,2.19,2.22,1.01,87.27,0.12,0.27,1284.69,0.1,0.18,0.17,0.08,0,24,30,47,47,7,37,0.673,419206.316,65349.74297
45,Virginia,2006,12954910,16085282,16422995,7271446,8220661,3442296,2831101,20164871,35656979,15492107,20270258333,34453148810,31917701190,8220660714,2730942857,7673725,37720986752,2447775000,"8,739,076,190",3.89665E+11,1.78,2.21,2.26,1.08,355.88,0.18,0.23,1071.27,0.05,0.09,0.08,0.1,0.01,22,22,19,3,13,11,0.673,5164416.925,75451.84784
46,Washington,2006,12600101,18553704,22450445,9807320,36379320,-3271756,8937343,24759104,70945744,46186640,18570292857,42002380952,39258119048,36379320238,2800719048,6370753,27471198671,0,"15,003,571,429",3.06076E+11,1.28,1.89,2.29,1.07,439.62,0.08,0.51,5710.36,0.06,0.14,0.13,0.09,0,29,40,20,27,8,31,0.673,4287516.769,71387.81187
47,West Virginia,2006,4725138,6001674,6448939,2059607,6936750,-2292892,1975069,7746783,16743140,8996357,5103565476,13511310714,12256496429,6936750000,1254814286,1827912,11712436535,0,"2,206,144,048",61813972619,2.29,2.91,3.13,1.1,686.47,-0.02,0.41,3794.9,0.08,0.22,0.2,0.19,0,11,42,9,48,35,35,0.673,1230184.776,50247.71386
48,Wisconsin,2006,5799788,12301843,13167587,8420024,13639702,-9641332,5422365,14275383,36335110,22059726,15670000000,32381071429,31843569048,13639702381,563520238,5577655,38663638603,0,"12,687,415,476",2.39924E+11,0.69,1.46,1.56,1.02,101.03,-0.12,0.38,2445.42,0.07,0.13,0.13,0.16,0,44,44,44,31,29,48,0.673,3753761.815,63915.61602
49,Wyoming,2006,6472731,7325425,7848283,6360605,1019750,3623851,5959383,10011717,17392071,7380354,3290046969,5521203314,3545971979,1019749506,1975231336,522667,3902967347,0,"69,145,302,381",26884954762,1.02,1.15,1.23,1.56,"3,779.14",0.55,0.06,1951.05,0.12,0.21,0.13,0.15,0,47,7,2,46,24,15,0.673,351754.891,76430.93373
51,Alabama,2007,9200113,10377856,11616285,2610361,2323792,173038,7562351,28211917,33146069,4934153,8800031250,21475032407,20821841435,2323791667,653342593,4672840,30738544197,17997002965,"2,017,016,204",1.76211E+11,3.52,3.98,4.45,1.03,139.82,0.23,0.07,497.3,0.05,0.12,0.12,0.17,0.1,5,8,32,15,35,7,0.673,3144821.32,56032.02401
52,Alaska,2007,55695275,57209315,63986434,9255009,2142035,13606449,40296109,60343725,71740769,11397044,3909722222,17166666667,8252314815,2142034722,8914351852,680300,12714941079,12768536731,"1,944,854,167",34426443287,6.02,6.18,6.91,2.08,"13,103.56",0.75,0.03,3148.66,0.11,0.5,0.24,0.37,0.37,1,2,1,50,50,1,0.673,457841.9,75192.86305
53,Arizona,2007,5676168,6855957,7780737,3386257,7592564,1148443,7312598,25452634,36431455,10978821,16217265046,32152680556,29814378472,7592563657,2343875000,6167681,31944334158,876118199,"6,979,482,639",2.55212E+11,1.68,2.02,2.3,1.08,380.03,0.23,0.21,1231.02,0.06,0.13,0.12,0.13,0,24,18,12,25,24,24,0.673,4150849.313,61484.33411
54,Arkansas,2007,4741963,6097877,6347409,1574446,4560552,3333568,1962794,16192088,22327086,6134998,7749659722,16481614583,16283530093,4560552083,927628472,2848650,14923362635,3700231,"2,977,063,657",1.02116E+11,3.01,3.87,4.03,1.01,325.64,0.24,0.2,1600.95,0.08,0.16,0.16,0.15,0,7,22,35,42,1,9,0.673,1917141.45,53264.53636
55,California,2007,40883928,53383617,69306617,43932032,114374044,-62602993,22127933,53924259,212230336,158306076,1.25E+11,2.24E+11,2.25E+11,1.14E+11,-1415509259,36250311,1.83E+11,56349537037,"103,068,891,204",1.83316E+12,0.93,1.22,1.58,0.99,-39.05,-0.19,0.54,3155.12,0.07,0.12,0.12,0.1,0.03,41,46,46,29,14,43,0.673,24396459.3,75140.47382
56,Colorado,2007,4876558,6509197,7109611,3240156,6293422,3664847,4258730,24198852,33732431,9533579,10365763889,22667217593,21066358796,6293422454,1570864583,4803868,52193190370,1540926795,"5,915,231,481",2.33499E+11,1.51,2.01,2.19,1.08,327,0.23,0.19,1310.07,0.04,0.1,0.09,0.22,0.01,27,17,15,5,44,15,0.673,3233003.164,72223.60823
57,Connecticut,2007,4098184,7439640,7687093,4166271,22197159,-11832410,3769104,-280718,26082712,26363429,14818287037,26128472222,25488468750,22197158565,640046296,3527270,42735250284,27652150986,"17,422,607,639",2.36454E+11,0.98,1.79,1.85,1.03,181.46,-0.31,0.85,6293.01,0.06,0.11,0.11,0.18,0.12,37,48,34,18,37,40,0.673,2373852.71,99607.59351
58,Delaware,2007,1497067,1808786,2000806,1148689,2952705,1473932,607654,6755931,10857324,4101394,3856618056,7249718750,6930087963,2952704861,319630787,871749,3438414113,3558796296,"2,702,045,139",42208768519,1.3,1.57,1.74,1.05,366.65,0.19,0.27,3387.1,0.09,0.17,0.16,0.08,0.08,35,34,25,45,7,39,0.673,586687.077,71944.26156
59,Florida ,2007,53073578,58137550,58318875,21192834,39340442,-8286039,16056722,70002841,130536118,60533277,39601851852,80900462963,75482638889,39340442130,5115740741,18367842,48918307970,8745467593,"27,770,833,333",8.4585E+11,2.5,2.74,2.75,1.07,278.52,0.06,0.3,2141.81,0.05,0.1,0.09,0.06,0.01,13,38,18,6,2,8,0.673,12361557.67,68425.83349
60,Georgia,2007,12277914,15299067,17245833,6792922,11115936,3134892,4949120,25892501,43801360,17908859,20689796296,44759696759,42563472222,11115936343,2196224537,9349988,35921713781,21518660880,"10,852,931,713",3.84346E+11,1.81,2.25,2.54,1.05,234.89,0.18,0.25,1188.87,0.05,0.12,0.11,0.09,0.06,21,23,27,14,11,21,0.673,6292541.924,61079.60637
61,Hawaii,2007,4595988,5413161,5875549,2113528,6079934,3336792,1416749,10396807,18590269,8193462,5650466435,9234476852,9268971065,6079934028,-34494213,1315675,14645740323,10172328704,"6,228,587,963",61582114583,2.17,2.56,2.78,1,-26.22,0.26,0.33,4621.15,0.09,0.15,0.15,0.24,0.17,15,31,44,43,46,36,0.673,885449.275,69549.00334
62,Idaho,2007,3628334,4213322,6463727,2361645,916662,1358101,2994648,10041841,13320148,3278307,3841471065,8496469907,7434221065,916662037,1062248843,1505105,4819382606,566459491,"914,370,370",56755840278,1.54,1.78,2.74,1.14,705.76,0.33,0.07,609.04,0.07,0.15,0.13,0.08,0.01,25,7,10,34,8,16,0.673,1012935.665,56031.0415
63,Illinois,2007,11425736,18412770,20541308,13548348,51721022,-40210039,6260795,-18470897,46798473,65269370,34613425926,63768518519,64901620370,51721021991,-1133101852,12695866,1.37E+11,44107954861,"31,443,478,009",6.21049E+11,0.84,1.36,1.52,0.98,-89.25,-0.73,1.11,4073.85,0.06,0.1,0.1,0.22,0.07,42,50,49,11,45,48,0.673,8544317.818,72685.60796
64,Indiana,2007,9096182,11239731,15418618,5205167,1811745,9631153,1643260,21348957,28365869,7016912,12881944444,28784722222,28095949074,1811745370,688773148,6379599,26374778600,511884259,"1,542,938,657",2.48957E+11,1.75,2.16,2.96,1.02,107.96,0.4,0.06,283.99,0.05,0.12,0.11,0.11,0,20,3,38,13,16,11,0.673,4293470.127,57985.06291
65,Iowa,2007,4970109,7301948,7592865,2348962,2803610,1825829,2699324,13823612,18976184,5152572,7196064815,17114930556,16346875000,2803609954,768055556,2999212,13924743160,0,"2,550,674,769",1.27333E+11,2.12,3.11,3.23,1.05,256.09,0.24,0.15,934.78,0.06,0.13,0.13,0.11,0,12,13,28,26,17,17,0.673,2018469.676,63083.8229
66,Kansas,2007,2942914,4770910,4801763,2681181,3501860,391984,1367339,12799774,18982815,6183041,7873369213,13461253472,12771604167,3501859954,689649306,2783785,15975985058,0,"4,876,662,037",1.21998E+11,1.1,1.78,1.79,1.05,247.74,0.09,0.18,1257.95,0.06,0.11,0.1,0.13,0,36,29,26,17,23,28,0.673,1873487.305,65118.37387
67,Kentucky,2007,5309889,7962031,8090863,3832699,7544220,-2826287,1848097,20103755,31480674,11376919,11112278935,22748439815,23335723380,7544219907,-587283565,4256672,33241214821,18294495638,"5,083,587,963",1.556E+11,1.39,2.08,2.11,0.97,-137.97,-0.03,0.24,1772.33,0.07,0.15,0.15,0.21,0.12,30,39,50,38,43,46,0.673,2864740.256,54315.44802
68,Louisiana,2007,15949343,19414781,22288883,4633520,10380781,1487602,8079622,23298161,38312462,15014301,11178410880,32328451389,28400451389,10380781250,3928000000,4375581,36970067332,13989004630,"11,969,365,741",1.81179E+11,3.44,4.19,4.81,1.14,897.71,0.25,0.27,2372.43,0.06,0.18,0.16,0.2,0.08,4,27,8,40,39,18,0.673,2944766.013,61525.85847
69,Maine,2007,680152,1544722,2825093,1654678,991920,-27663,796832,4947100,7593698,2646598,3990887731,8012949074,7608071759,991920139,404877315,1327040,9674017544,0,"920,549,769",54615164352,0.41,0.93,1.71,1.05,305.1,0.1,0.13,747.47,0.07,0.15,0.14,0.18,0,50,15,24,37,31,41,0.673,893097.92,61152.49306
70,Maryland,2007,8794844,12960523,18294816,12194191,14037088,1349560,2227517,21478690,47709969,26231279,17371527778,31113425926,31129629630,14037087963,-16203704,5653408,34180742664,17592592593,"13,425,332,176",3.09923E+11,0.72,1.06,1.5,1,-2.87,0.07,0.29,2482.94,0.06,0.1,0.1,0.11,0.06,47,37,43,9,19,30,0.673,3804743.584,81457.05647
71,Massachusetts,2007,6979688,13189549,13357819,9138102,42979712,-12076988,3806744,-6092241,46025573,52117814,23149524306,48893518519,47296296296,42979711806,1597545139,6431559,45322240420,11356481481,"23,875,480,324",3.75301E+11,0.76,1.44,1.46,1.03,248.39,-0.18,0.93,6682.63,0.06,0.13,0.13,0.12,0.03,44,47,31,28,22,45,0.673,4328439.207,86705.81296
72,Michigan,2007,2553433,8456468,11620657,6125660,11098868,-2509817,3068854,18776006,36000534,17224528,28369907407,52615740741,53312152778,11098868056,-666087963,10001284,52059354983,45077736111,"9,792,824,074",4.01571E+11,0.42,1.38,1.9,0.99,-66.6,0.02,0.31,1109.74,0.07,0.13,0.13,0.13,0.11,46,36,48,32,26,44,0.673,6730864.132,59661.20782
73,Minnesota,2007,8944872,12735426,13731862,6305899,6443682,1523163,4353738,14903431,27653012,12749581,20509716435,33091474537,31372123843,6443681713,1719350694,5207203,42271933907,762782407,"5,424,196,759",2.48654E+11,1.42,2.02,2.18,1.05,330.19,0.21,0.23,1237.46,0.08,0.13,0.13,0.17,0,28,21,23,35,32,33,0.673,3504447.619,70953.79425
74,Mississippi,2007,4836929,5663919,6391896,2415465,4612367,886464,1501350,13854939,20882771,7027832,7137020833,19157623843,17550329861,4612366898,4568675926,2928350,23860934393,0,"4,568,675,926",99092121528,2,2.34,2.65,1.09,"1,560.15",0.11,0.22,1575.07,0.07,0.19,0.18,0.24,0,18,33,7,44,42,34,0.673,1970779.55,50280.67271
